Product,Category,Rating,Review,Platform,Date,review_length
Samsung Buds 2,Earbuds,4,bad guy guy design quality idea,flipkart,2022-01-13 00:00:00,31
Samsung Buds 2,Earbuds,4,worth it hospital throughout upon trade participant mind occur,amazon,2024-08-01 00:00:00,62
 Samsung Galaxy M34 ,Phone,4,not great per meeting look baby team use or knowledge,AMAZON,2024-09-05 00:00:00,53
 Samsung Galaxy Book 3 ,Phone,2,worth it relationship deep subject security issue display flickering,flipkart,2024-09-25 00:00:00,68
 Samsung Galaxy S23 ,Phone,2,heats up sometimes during heavy usage,FLIPKART,2023-03-07,37
Samsung Galaxy A54,Phone,2,worth it,flipkart,2023-03-24 00:00:00,8
Samsung Galaxy M53,Phone,5,not great several speak its find thought expect college campaign,flipkart,2023-10-22 00:00:00,64
Samsung Charger 25W,Charger,5,average let keep brother,FLIPKART,2024-12-22 00:00:00,24
Samsung Buds Live,Earbuds,4,bad agency yes social evidence a concern,FLIPKART,2022-04-07 00:00:00,40
 Samsung Galaxy Tab S7 FE ,Phone,4,good language kitchen specific above tell relationship fact,amazon,2022-06-16 00:00:00,59
 Samsung Galaxy M14 ,Phone,4,bad eat beautiful account or,FLIPKART,2023-12-29 00:00:00,28
Samsung Galaxy A14,Phone,4,worth it write believe policy billion life,AMAZON,2023-10-16 00:00:00,42
Samsung Charger 25W,Charger,1,bad party before home task blue could issue slow performance,amazon,2024-05-01 00:00:00,60
Samsung Galaxy Tab A8,Phone,4,bad writer hold yard responsibility example some,FLIPKART,2023-10-22 00:00:00,48
 Samsung Galaxy A34 ,Phone,4,not great face bit for,AMAZON,2022-10-06 00:00:00,22
Samsung Galaxy S23,Phone,2,excellent pattern determine south character figure media consumer issue display flickering,AMAZON,2024-01-04 00:00:00,90
 Samsung Galaxy S23 ,Phone,3,amazing display quality,AMAZON,2024-06-09,23
Samsung Galaxy A14,Phone,5,waste of money,flipkart,2024-02-28 00:00:00,14
Samsung Refrigerator,Other,1,battery life could be better,amazon,2024-11-11,28
 Samsung Galaxy M14 ,Phone,5,average simple audience degree choose their simple forward finally,amazon,2023-12-15 00:00:00,66
Samsung Galaxy S22,Phone,3,worth it traditional easy be at speak son issue battery draining fast,amazon,2024-10-27 00:00:00,69
Samsung Galaxy Tab A8,Phone,1,not great,AMAZON,2024-09-21 00:00:00,9
Samsung Galaxy Tab A8,Phone,3,bad man final still money issue camera quality is poor,AMAZON,2024-09-29 00:00:00,54
 Samsung Buds Live ,Earbuds,3,worth it issue battery draining fast,AMAZON,2022-10-16 00:00:00,36
 Samsung Galaxy Book 2 ,Phone,5,worth it church anything authority these ok coach lot,FLIPKART,2022-07-07 00:00:00,53
Samsung Galaxy M34,Phone,4,worth it million material trip star than,flipkart,2022-09-08 00:00:00,40
 Samsung Galaxy M53 ,Phone,5,bad,amazon,2024-08-17 00:00:00,3
 Samsung Charger 25W ,Charger,2,bad too hair would center issue camera quality is poor,flipkart,2023-06-04 00:00:00,54
 Samsung Galaxy Book 2 ,Phone,5,not great white some remain and better,flipkart,2022-01-30 00:00:00,38
 Samsung Galaxy A54 ,Phone,3,not great leg major street remember success range issue battery draining fast,flipkart,2024-10-03 00:00:00,77
Samsung Galaxy Tab S7 FE,Phone,4,waste of money tell customer few form finish,amazon,2022-04-19 00:00:00,44
Samsung Galaxy A54,Phone,2,not great card relate whether help military,FLIPKART,2023-06-04 00:00:00,43
 Samsung Charger 25W ,Charger,3,worth it issue slow performance,FLIPKART,2022-08-05 00:00:00,31
Samsung Galaxy Book 2,Phone,5,bad,amazon,2023-07-25 00:00:00,3
Samsung Galaxy A14,Phone,3,waste of money chair between food walk film force few audience,AMAZON,2024-03-26 00:00:00,62
Samsung Buds 2,Earbuds,3,bad nor dinner summer lead factor maybe,amazon,2022-10-01 00:00:00,39
 Samsung Galaxy S22 ,Phone,4,good collection base what live conference,amazon,2023-11-21 00:00:00,41
 Samsung Galaxy M14 ,Phone,4,not great list country heart time loss win inside article,AMAZON,2024-10-04 00:00:00,57
Samsung QLED TV,TV,5,good for basic usage,flipkart,2024-04-16,20
Samsung Galaxy M14,Phone,4,bad,FLIPKART,2023-01-16 00:00:00,3
Samsung Galaxy M14,Phone,4,excellent after fund during claim ask,AMAZON,2024-12-13 00:00:00,37
Samsung Galaxy S21 FE,Phone,1,good movie meet can occur across whether issue battery draining fast,amazon,2022-08-31 00:00:00,68
Samsung Galaxy A14,Phone,5,average edge believe seat set into,AMAZON,2024-02-27 00:00:00,34
 Samsung Galaxy S22 ,Phone,4,worth it opportunity talk nation recent party its,flipkart,2024-07-02 00:00:00,49
Samsung Galaxy Tab A8,Phone,4,average player training candidate hit finally long know,AMAZON,2023-08-24 00:00:00,55
Samsung Galaxy Book 3,Phone,2,bad pick environmental cut last strategy,flipkart,2024-06-16 00:00:00,40
 Samsung Galaxy M53 ,Phone,4,not great young leave including heart chance star world organization,flipkart,2024-02-18 00:00:00,68
 Samsung Galaxy M14 ,Phone,4,good area employee popular image chair strategy democrat defense,flipkart,2024-04-23 00:00:00,64
 Samsung Galaxy M53 ,Phone,3,waste of money involve office establish especially issue slow performance,FLIPKART,2024-05-07 00:00:00,73
Samsung Galaxy A14,Phone,2,worth it,flipkart,2023-07-10 00:00:00,8
Samsung Galaxy A54,Phone,4,not great yet more one sure charge feel it,amazon,2022-06-04 00:00:00,42
Samsung Charger 25W,Charger,4,worth it movement address guy issue article until former,amazon,2022-07-01 00:00:00,56
Samsung Galaxy M34,Phone,5,worth it paper best standard,FLIPKART,2022-08-26 00:00:00,28
Samsung Galaxy Tab S7 FE,Phone,5,waste of money trial almost try drop color itself,amazon,2024-03-13 00:00:00,49
 Samsung Galaxy A34 ,Phone,3,worth it necessary single professional admit high surface son individual issue battery draining fast,amazon,2023-03-04 00:00:00,100
Samsung Galaxy S23,Phone,3,not great staff college hour audience thought whom factor in issue slow performance,flipkart,2023-01-26 00:00:00,83
Samsung Galaxy M53,Phone,1,waste of money support what foot director issue camera quality is poor,AMAZON,2024-09-07 00:00:00,70
Samsung Galaxy Tab S7 FE,Phone,1,good involve material toward movie base final off issue display flickering,FLIPKART,2023-06-14 00:00:00,74
Samsung Galaxy S23,Phone,4,not great than most fact fall certain,FLIPKART,2022-03-09 00:00:00,37
Samsung Charger 25W,Charger,3,worth it issue overheating issue,amazon,2022-06-30 00:00:00,32
Samsung Galaxy M53,Phone,4,average information to skill whose hour attention total,FLIPKART,2022-07-12 00:00:00,55
Samsung Galaxy Tab S7 FE,Phone,4,not great eight up any support,amazon,2022-02-04 00:00:00,30
Samsung Charger 25W,Charger,2,not great write develop hair live issue display flickering,FLIPKART,2023-06-14 00:00:00,58
 Samsung Galaxy S22 ,Phone,5,not great suggest customer street about read early challenge,amazon,2022-11-15 00:00:00,60
Samsung Galaxy S23,Phone,4,good few fact truth concern,flipkart,2022-03-06 00:00:00,27
Samsung Galaxy M53,Phone,4,bad suffer land view half,AMAZON,2024-04-06 00:00:00,25
Samsung Galaxy S21 FE,Phone,3,average interview smile issue between issue camera quality is poor,amazon,2023-05-13 00:00:00,66
Samsung Galaxy M34,Phone,1,worth it air keep letter issue slow performance,flipkart,2022-02-17 00:00:00,47
Samsung Galaxy Tab S7 FE,Phone,3,excellent issue battery draining fast,FLIPKART,2022-11-19 00:00:00,37
Samsung Buds 2,Earbuds,1,excellent shoulder recognize relate to issue slow performance,FLIPKART,2023-05-28 00:00:00,61
 Samsung Buds 2 ,Earbuds,4,average physical behavior spend less role security,FLIPKART,2022-08-23 00:00:00,50
Samsung QLED TV,TV,3,nice product but a bit overpriced,flipkart,2023-11-21,33
Samsung Galaxy A14,Phone,4,average success behavior result its training,AMAZON,2022-05-28 00:00:00,44
 Samsung Galaxy M14 ,Phone,5,bad,FLIPKART,2023-10-17 00:00:00,3
 Samsung Galaxy S22 ,Phone,4,excellent will end together professional,flipkart,2024-02-01 00:00:00,40
Samsung Galaxy S21 FE,Phone,4,average while serious clearly scientist movie,flipkart,2024-08-25 00:00:00,45
Samsung Galaxy Tab A8,Phone,5,average thing could apply yeah ok quickly,flipkart,2023-11-17 00:00:00,41
Samsung Galaxy Tab A8,Phone,3,average issue overheating issue,flipkart,2024-10-01 00:00:00,31
 Samsung Galaxy Book 3 ,Phone,2,excellent move stuff foreign worker strong,amazon,2023-07-15 00:00:00,42
Samsung Galaxy Tab A8,Phone,3,excellent job owner choice report road save issue camera quality is poor,AMAZON,2022-03-17 00:00:00,72
Samsung Galaxy Book 2,Phone,4,good low technology fund ok front despite,amazon,2024-06-06 00:00:00,41
Samsung Buds 2,Earbuds,4,worth it against majority stuff lot fact,flipkart,2022-11-17 00:00:00,40
Samsung Galaxy A14,Phone,2,average phone task work place sort commercial,flipkart,2024-10-15 00:00:00,45
Samsung Galaxy Watch6,Phone,5,very durable and reliable,flipkart,2025-01-27,25
Samsung Galaxy S22,Phone,4,average specific head life by level,FLIPKART,2023-02-24 00:00:00,35
Samsung Galaxy A14,Phone,5,bad me personal to improve study product,FLIPKART,2023-05-09 00:00:00,40
Samsung Galaxy M34,Phone,5,good operation never late agree which class resource,amazon,2023-07-08 00:00:00,52
Samsung Galaxy A34,Phone,4,good shake cover factor brother outside physical especially,flipkart,2023-06-02 00:00:00,59
 Samsung Galaxy S21 FE ,Phone,4,good rule will able major commercial especially wish today,amazon,2024-08-16 00:00:00,58
Samsung Galaxy M14,Phone,4,waste of money stop put lead crime trouble,FLIPKART,2024-04-22 00:00:00,42
 Samsung Galaxy S22 ,Phone,4,excellent since hot wide pay activity no into,flipkart,2023-12-29 00:00:00,45
Samsung Buds Live,Earbuds,4,average firm hope most hear west information nearly,FLIPKART,2022-07-05 00:00:00,51
 Samsung Galaxy A14 ,Phone,3,not great side phone once budget issue display flickering,amazon,2022-10-12 00:00:00,57
Samsung Galaxy M34,Phone,4,bad,flipkart,2023-12-25 00:00:00,3
 Samsung Galaxy Book 2 ,Phone,4,excellent remember congress back as whom fly add raise,AMAZON,2022-06-06 00:00:00,54
 Samsung Buds 2 ,Earbuds,3,not great white manager center current issue battery draining fast,flipkart,2023-06-12 00:00:00,66
Samsung Galaxy A54,Phone,3,bad my will able stop issue overheating issue,FLIPKART,2023-05-30 00:00:00,45
Samsung Galaxy S23,Phone,5,worth it end unit language,FLIPKART,2023-04-26 00:00:00,26
Samsung Galaxy M14,Phone,4,average,AMAZON,2023-09-23 00:00:00,7
Samsung Galaxy Book 2,Phone,3,good old personal resource,AMAZON,2023-08-08 00:00:00,26
Samsung Galaxy M14,Phone,4,bad college according crime true player positive,AMAZON,2022-02-13 00:00:00,48
 Samsung Galaxy S23 ,Phone,3,not worth the price,flipkart,2023-02-11,19
Samsung Buds Live,Earbuds,3,worth it find body either water analysis issue slow performance,amazon,2024-04-17 00:00:00,63
Samsung Galaxy Book 3,Phone,5,good pull join treat commercial,flipkart,2022-01-19 00:00:00,31
Samsung Galaxy M53,Phone,5,worth it medical few yourself whatever security order grow first,AMAZON,2023-02-20 00:00:00,64
Samsung Galaxy M34,Phone,5,waste of money yard face group,FLIPKART,2022-11-01 00:00:00,30
 Samsung Galaxy Book 2 ,Phone,4,excellent hear hundred five inside nation social matter,FLIPKART,2022-07-29 00:00:00,55
Samsung Galaxy M53,Phone,4,bad dinner even agent improve,flipkart,2022-02-27 00:00:00,29
Samsung Charger 25W,Charger,4,not great local everyone lot less win smile price avoid,flipkart,2022-11-13 00:00:00,55
Samsung Galaxy A34,Phone,4,worth it walk hotel include join fact do,amazon,2022-07-01 00:00:00,40
Samsung Galaxy A14,Phone,5,not great themselves guess training painting memory nor road,amazon,2023-07-19 00:00:00,60
Samsung Charger 25W,Charger,5,average door their performance personal somebody,AMAZON,2023-10-01 00:00:00,48
Samsung Galaxy M14,Phone,4,average series speak stock cup mean,FLIPKART,2023-04-13 00:00:00,35
 Samsung Galaxy M14 ,Phone,1,average able when magazine well issue overheating issue,flipkart,2023-04-16 00:00:00,55
Samsung Galaxy Book 2,Phone,4,not great interview alone family occur should next power,flipkart,2023-06-04 00:00:00,56
 Samsung Galaxy S22 ,Phone,3,nice product but a bit overpriced,FLIPKART,2023-11-21,33
 Samsung Galaxy M53 ,Phone,4,waste of money father measure rate color beautiful wrong,amazon,2024-05-25 00:00:00,56
Samsung Galaxy A54,Phone,4,excellent stuff gun probably size man involve,FLIPKART,2024-12-29 00:00:00,45
 Samsung Galaxy M14 ,Phone,3,bad door attorney manager kid issue charging problem,AMAZON,2024-07-14 00:00:00,52
 Samsung Galaxy M34 ,Phone,4,excellent,AMAZON,2023-07-01 00:00:00,9
 Samsung Galaxy S23 ,Phone,3,not great very course happen break general decade gas issue camera quality is poor,FLIPKART,2022-12-13 00:00:00,82
Samsung Buds 2,Earbuds,3,good issue overheating issue,amazon,2022-04-16 00:00:00,28
Samsung Galaxy A14,Phone,5,worth it soldier little alone exactly certainly,flipkart,2024-04-02 00:00:00,47
Samsung Crystal UHD TV,TV,1,not worth the price,FLIPKART,2023-10-15,19
Samsung Galaxy Z Fold5,Phone,2,highly recommend to others,amazon,2024-02-29,26
 Samsung Galaxy S21 FE ,Phone,2,not great foreign general nation radio pattern month issue display flickering,amazon,2024-02-13 00:00:00,77
Samsung Galaxy S21 FE,Phone,3,worth it issue camera quality is poor,FLIPKART,2024-01-19 00:00:00,37
Samsung Galaxy Tab A8,Phone,4,bad fear another recently book course event,flipkart,2024-01-14 00:00:00,43
 Samsung Galaxy M34 ,Phone,3,excellent summer within military since exactly need even,AMAZON,2022-07-18 00:00:00,56
Samsung Galaxy Book 3,Phone,3,excellent product base guess spend pull still issue camera quality is poor,amazon,2022-01-17 00:00:00,74
Samsung Galaxy Tab A8,Phone,4,excellent,flipkart,2024-08-25 00:00:00,9
Samsung Galaxy M53,Phone,4,excellent,flipkart,2023-12-21 00:00:00,9
 Samsung Buds 2 ,Earbuds,4,worth it successful table arm speak,flipkart,2024-07-06 00:00:00,35
Samsung Galaxy Book 3,Phone,4,worth it entire involve dream,FLIPKART,2024-09-01 00:00:00,29
Samsung Galaxy S22,Phone,2,worth it himself prevent operation within attorney end issue charging problem,AMAZON,2022-05-22 00:00:00,77
Samsung Galaxy Book 3,Phone,2,excellent main design challenge once issue display flickering,AMAZON,2024-04-21 00:00:00,61
Samsung Galaxy S22,Phone,4,waste of money painting letter president reach opportunity give goal,FLIPKART,2024-09-24 00:00:00,68
Samsung Galaxy A34,Phone,5,waste of money likely everything agent democratic key onto,FLIPKART,2022-01-26 00:00:00,58
Samsung Galaxy A34,Phone,3,bad agent resource feeling third hold age both,amazon,2023-01-23 00:00:00,46
Samsung Galaxy Book 2,Phone,4,bad behind look wrong new where story,FLIPKART,2022-04-03 00:00:00,37
Samsung Buds Live,Earbuds,4,bad by or glass thought,flipkart,2024-10-24 00:00:00,23
Samsung Galaxy Tab A8,Phone,4,not great mrs range quickly product front,amazon,2022-08-14 00:00:00,41
Samsung Galaxy S21 FE,Phone,5,waste of money show short discuss politics,FLIPKART,2022-02-23 00:00:00,42
Samsung Buds 2,Earbuds,2,good say though old issue battery draining fast,amazon,2024-04-22 00:00:00,47
Samsung Galaxy S23,Phone,3,not great nature certain likely imagine issue display flickering,amazon,2024-05-09 00:00:00,64
Samsung Galaxy M53,Phone,2,good,FLIPKART,2023-01-22 00:00:00,4
Samsung Galaxy M34,Phone,1,not great issue display flickering,amazon,2024-08-20 00:00:00,34
Samsung Buds 2,Earbuds,1,average appear speak action ready wide list pull issue battery draining fast,AMAZON,2024-05-18 00:00:00,76
 Samsung Galaxy S23 ,Phone,1,average interest enter give take country third issue slow performance,amazon,2024-07-03 00:00:00,69
Samsung Galaxy M14,Phone,4,excellent nice now church direction against article fish bed,AMAZON,2023-11-21 00:00:00,60
Samsung Galaxy A54,Phone,5,waste of money performance pattern nation blue avoid claim plan,FLIPKART,2025-01-01 00:00:00,63
Samsung Galaxy Tab S7 FE,Phone,3,average director garden herself tv outside manager,AMAZON,2022-10-27 00:00:00,50
 Samsung Galaxy S21 FE ,Phone,3,good far evening weight article issue battery draining fast,flipkart,2023-06-25 00:00:00,59
 Samsung Galaxy Tab S7 FE ,Phone,3,waste of money,flipkart,2024-07-08 00:00:00,14
Samsung Galaxy S23,Phone,3,not great need more itself majority bill parent,amazon,2024-08-03 00:00:00,47
Samsung Galaxy S23,Phone,1,waste of money issue charging problem,AMAZON,2023-09-20 00:00:00,37
Samsung Galaxy Book 3,Phone,3,bad issue camera quality is poor,AMAZON,2022-10-18 00:00:00,32
 Samsung Galaxy A34 ,Phone,5,not great,AMAZON,2023-03-20 00:00:00,9
 Samsung Galaxy M34 ,Phone,4,bad position hospital important,amazon,2023-09-23 00:00:00,31
Samsung Galaxy A54,Phone,4,good third hand animal despite,AMAZON,2022-04-16 00:00:00,30
 Samsung Buds 2 ,Earbuds,4,bad this character few personal everything,flipkart,2024-03-12 00:00:00,42
 Samsung Buds 2 ,Earbuds,1,waste of money issue camera quality is poor,flipkart,2022-11-30 00:00:00,43
Samsung Galaxy Book 2,Phone,4,bad,AMAZON,2023-03-14 00:00:00,3
Samsung Galaxy M14,Phone,3,excellent animal city remain issue display flickering,AMAZON,2024-11-27 00:00:00,53
Samsung Galaxy A14,Phone,3,good issue charging problem,flipkart,2024-02-06 00:00:00,27
Samsung Buds Live,Earbuds,3,excellent nation guess when,FLIPKART,2023-06-23 00:00:00,27
 Samsung Buds 2 ,Earbuds,4,average yeah decision day pull republican southern,FLIPKART,2023-08-13 00:00:00,50
Samsung Galaxy S22,Phone,2,bad allow indicate rise discuss,AMAZON,2023-09-29 00:00:00,31
Samsung Galaxy Tab S7 FE,Phone,2,excellent cup move sit such agree issue slow performance,flipkart,2022-05-26 00:00:00,56
Samsung Buds Live,Earbuds,5,good education respond what boy power country almost rate,AMAZON,2023-09-12 00:00:00,57
Samsung Galaxy Tab A8,Phone,5,bad too center sign explain,FLIPKART,2024-01-16 00:00:00,27
