Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Galaxy M34,Smartphone,3.0,worth it hit prove seat,amazon,2024-04-10,0.2263,none,0.21
Samsung Buds 2,Accessories,3.0,not great leg unit couple issue battery draining fast,FLIPKART,2024-02-16,-0.5096,battery,0.6138400000000002
Samsung Galaxy Book 2,Smartphone,4.0,average face ever fall ask film whom,flipkart,2024-02-12,0.0,none,0.135
Samsung Galaxy M14,Smartphone,4.0,excellent together treatment better kid available its relate,flipkart,2024-09-01,0.765,none,0.135
Samsung Galaxy Tab S7 FE,Smartphone,5.0,good open various fight,FLIPKART,2022-04-25,0.0772,none,0.06
Samsung Galaxy Tab A8,Smartphone,3.0,bad break various never,FLIPKART,2022-01-20,-0.5423,general_issue,0.6269200000000001
Samsung Galaxy M53,Smartphone,2.0,waste of money research describe will exist fast expect continue issue battery draining fast,AMAZON,2022-12-17,-0.4215,battery,0.6536
Samsung Galaxy M34,Smartphone,4.0,average affect stage law everybody focus soon,AMAZON,2022-06-19,0.0,camera,0.335
Samsung Galaxy Tab A8,Smartphone,5.0,excellent different pretty first paper able pressure follow,amazon,2024-10-20,0.6908,none,0.06
Samsung Galaxy S21 FE,Smartphone,4.0,average trouble happy site beat street radio,flipkart,2024-06-07,0.25,software,0.335
Samsung Galaxy Z Fold5,Smartphone,4.0,love the camera quality,AMAZON,2023-11-10,0.6369,camera,0.335
Samsung Charger 25W,Accessories,4.0,worth it build measure machine tell statement,amazon,2022-07-15,0.2263,build_quality,0.335
Samsung Galaxy S22,Smartphone,5.0,bad bar dark beautiful recognize partner window,FLIPKART,2024-12-17,0.1027,general_issue,0.26
Samsung Galaxy A34,Smartphone,4.0,bad,flipkart,2022-03-29,-0.5423,general_issue,0.55192
Samsung Galaxy A54,Smartphone,4.0,excellent major point north choose cell,flipkart,2023-04-16,0.5719,software,0.335
Samsung Galaxy Book 3,Smartphone,5.0,not great yourself drug official lose in garden,flipkart,2023-03-09,-0.7179,software,0.5471600000000001
Samsung Galaxy M14,Smartphone,5.0,worth it guess alone determine hundred carry,flipkart,2024-08-31,-0.0258,none,0.07032
Samsung Galaxy Tab S7 FE,Smartphone,5.0,excellent most total glass,AMAZON,2023-07-10,0.5719,software,0.26
Samsung Galaxy M34,Smartphone,3.0,excellent issue slow performance,amazon,2022-04-06,0.5719,performance,0.41
Samsung Charger 25W,Accessories,2.0,waste of money bad bar improve arrive carry discussion issue battery draining fast,flipkart,2022-06-02,-0.5267,battery,0.6956800000000001
Samsung Galaxy A34,Smartphone,5.0,worth it idea fast possible choose entire mother of,flipkart,2023-07-29,0.2263,software,0.26
Samsung Galaxy M53,Smartphone,4.0,good sport daughter front week activity,flipkart,2022-03-09,0.4404,none,0.135
Samsung Buds 2,Accessories,2.0,excellent put first claim spend issue slow performance,FLIPKART,2023-01-03,0.5719,performance,0.485
Samsung Galaxy S21 FE,Smartphone,5.0,average yeah fear join amount possible,flipkart,2023-10-07,0.0516,software,0.26
Samsung Galaxy Book 3,Smartphone,3.0,bad almost offer station house set what health issue battery draining fast,AMAZON,2022-02-02,-0.5423,battery,0.6269200000000001
Samsung Galaxy Tab A8,Smartphone,4.0,good american learn admit take,FLIPKART,2023-03-01,0.5719,none,0.135
Samsung Buds 2,Accessories,3.0,not great young win building low soldier arrive,FLIPKART,2022-10-23,-0.8159,build_quality,0.7363600000000001
Samsung Galaxy A14,Smartphone,4.0,not great finally from other dream,AMAZON,2024-03-26,-0.3169,none,0.26176
Samsung Galaxy Tab S7 FE,Smartphone,1.0,worth it week product gun hotel make issue slow performance,flipkart,2022-06-07,-0.128,heating,0.6112
Samsung Galaxy M34,Smartphone,4.0,worth it wife partner ready college the explain result,amazon,2023-09-05,0.5267,none,0.135
Samsung Galaxy A14,Smartphone,5.0,waste of money listen significant bank game to,flipkart,2022-11-29,-0.25,general_issue,0.36000000000000004
Samsung Galaxy Buds2,Smartphone,2.0,excellent product very satisfied,FLIPKART,2023-05-08,0.7778,none,0.285
Samsung Air Conditioner,Other,4.0,highly recommend to others,FLIPKART,2024-03-07,0.4201,none,0.135
Samsung Galaxy S21 FE,Smartphone,3.0,not great issue slow performance,flipkart,2023-11-11,-0.5096,performance,0.6138400000000002
Samsung Buds 2,Accessories,1.0,worth it issue camera quality is poor,FLIPKART,2024-02-26,-0.296,camera,0.6784000000000001
Samsung Buds 2,Accessories,5.0,not great fact yard politics economic subject save,AMAZON,2022-10-14,-0.0243,sound,0.26972
Samsung Galaxy M14,Smartphone,4.0,waste of money themselves your while travel girl,AMAZON,2022-06-10,-0.4215,general_issue,0.5036
Samsung Galaxy S21 FE,Smartphone,4.0,worth it explain including major young best,FLIPKART,2024-10-22,0.7269,none,0.135
Samsung Galaxy A14,Smartphone,3.0,good vote tree ok style author issue camera quality is poor,amazon,2023-12-10,0.25,camera,0.41
Samsung Galaxy Tab S7 FE,Smartphone,4.0,good maybe modern your choice high,amazon,2022-04-20,0.4404,none,0.135
Samsung Charger 25W,Accessories,3.0,average society play information best you federal leader,amazon,2022-07-20,0.765,none,0.21
Samsung Galaxy Book 3,Smartphone,3.0,excellent within mother thousand movement local set history issue slow performance,amazon,2024-06-14,0.5719,performance,0.41
Samsung Galaxy Book 2,Smartphone,5.0,excellent interview since than evidence memory book,AMAZON,2023-04-21,0.5719,none,0.06
Samsung Galaxy S23,Smartphone,5.0,average garden include economic model,amazon,2022-06-05,0.0,sound,0.26
Samsung Galaxy A34,Smartphone,5.0,excellent,amazon,2023-11-29,0.5719,none,0.06
Samsung Galaxy A14,Smartphone,5.0,excellent heavy service face that,AMAZON,2024-03-23,0.5719,none,0.06
Samsung Galaxy S22,Smartphone,1.0,bad issue slow performance,AMAZON,2023-10-31,-0.5423,performance,0.77692
Samsung Galaxy M14,Smartphone,1.0,not great issue battery draining fast,flipkart,2022-03-02,-0.5096,battery,0.7638400000000001
Samsung Galaxy S21 FE,Smartphone,5.0,average treat water fall since audience be pm,FLIPKART,2023-07-14,0.4019,none,0.06
Samsung Galaxy S23,Smartphone,3.0,not great issue battery draining fast,flipkart,2024-07-11,-0.5096,battery,0.6138400000000002
Samsung Charger 25W,Accessories,3.0,not great issue overheating issue,flipkart,2024-10-01,-0.5096,heating,0.6138400000000002
Samsung Galaxy Book 2,Smartphone,5.0,not great morning population your the,flipkart,2023-04-13,-0.5096,none,0.26384
Samsung Charger 25W,Accessories,4.0,worth it set year learn admit special home,AMAZON,2023-12-30,0.6597,none,0.135
Samsung Galaxy S22,Smartphone,5.0,worth it between participant see very education budget,AMAZON,2024-02-08,0.2263,none,0.06
Samsung Galaxy S22,Smartphone,2.0,not great issue camera quality is poor,flipkart,2024-06-03,-0.7502,camera,0.78508
Samsung Galaxy A34,Smartphone,4.0,good before avoid plan,AMAZON,2023-01-16,0.1779,none,0.135
Samsung Galaxy S21 FE,Smartphone,5.0,average boy war fear return environmental moment,flipkart,2024-02-18,-0.7964,none,0.37856
Samsung Charger 25W,Accessories,1.0,worth it model total other short age fill add benefit,amazon,2022-06-25,0.5994,none,0.36
Samsung Galaxy S23,Smartphone,4.0,worth it phone prevent ahead community question nation season,AMAZON,2023-08-28,0.25,none,0.135
Samsung Galaxy S23,Smartphone,4.0,average listen blood statement foreign music top,AMAZON,2023-05-20,0.2023,none,0.135
Samsung Galaxy M14,Smartphone,1.0,waste of money simply sister whom do opportunity issue slow performance,flipkart,2022-05-31,0.0,performance,0.56
Samsung Galaxy M53,Smartphone,5.0,average common interview write son able protect program,amazon,2022-06-18,0.3818,none,0.06
Samsung Galaxy A34,Smartphone,3.0,good say know month air life issue battery draining fast,amazon,2023-07-03,0.4404,battery,0.41
Samsung Galaxy A34,Smartphone,4.0,excellent day officer able benefit manage join,AMAZON,2022-11-12,0.836,none,0.135
Samsung Galaxy A14,Smartphone,4.0,good growth support hotel development whole,AMAZON,2024-02-18,0.802,heating,0.335
Samsung Buds 2,Accessories,3.0,waste of money mouth statement three better line,AMAZON,2022-11-12,0.0258,general_issue,0.41
Samsung Galaxy A34,Smartphone,4.0,waste of money likely experience business sort animal myself,FLIPKART,2024-03-08,-0.4215,general_issue,0.5036
Samsung Galaxy M53,Smartphone,4.0,good such international pattern to treatment,FLIPKART,2023-10-11,0.4404,none,0.135
Samsung Galaxy Tab A8,Smartphone,3.0,average knowledge high build short issue slow performance,amazon,2024-01-09,0.0,performance,0.41
Samsung Galaxy S22,Smartphone,3.0,excellent product very satisfied,FLIPKART,2022-08-07,0.7778,none,0.21
Samsung Soundbar,Other,5.0,amazing display quality,FLIPKART,2022-07-07,0.5859,display,0.26
Samsung Galaxy S23,Smartphone,4.0,average senior box meet,AMAZON,2022-01-11,0.0,none,0.135
Samsung Galaxy M53,Smartphone,4.0,good pattern list nation,FLIPKART,2023-09-24,0.4404,none,0.135
Samsung Galaxy S22,Smartphone,3.0,good someone strong same second,flipkart,2024-06-29,0.7351,none,0.21
Samsung Galaxy A54,Smartphone,4.0,not great woman short drive,AMAZON,2024-01-08,-0.5096,none,0.33884000000000003
Samsung Buds 2,Accessories,5.0,bad show pressure great note need rise fine,flipkart,2023-07-07,0.0516,general_issue,0.26
Samsung Galaxy A54,Smartphone,4.0,waste of money somebody authority knowledge girl cup end half,amazon,2022-07-29,-0.3612,general_issue,0.47948
Samsung Galaxy Watch6,Smartphone,1.0,not worth the price,FLIPKART,2022-09-29,-0.1695,none,0.4278
Samsung Galaxy S23,Smartphone,5.0,worth it nice live already himself,AMAZON,2022-06-28,0.5719,none,0.06
Samsung Galaxy M14,Smartphone,4.0,waste of money nothing ahead amount green example,flipkart,2023-01-19,-0.4215,general_issue,0.5036
Samsung Galaxy S22,Smartphone,1.0,not great like off during investment important modern which,AMAZON,2024-06-01,-0.558,none,0.5831999999999999
Samsung Galaxy A34,Smartphone,4.0,waste of money ago movement next carry our conference,amazon,2024-07-08,-0.4215,general_issue,0.5036
Samsung Galaxy A34,Smartphone,4.0,not great myself nor question a turn film,AMAZON,2024-11-15,-0.5096,none,0.33884000000000003
Samsung Galaxy M34,Smartphone,2.0,good area himself stop pressure soon product,FLIPKART,2024-04-15,-0.128,none,0.3362
Samsung Charger 25W,Accessories,5.0,not great deal society exist lay determine goal,FLIPKART,2022-07-31,-0.5096,none,0.26384
Samsung Galaxy Book 2,Smartphone,2.0,worth it issue charging problem,flipkart,2022-02-23,-0.2023,battery,0.56592
Samsung Galaxy S21 FE,Smartphone,5.0,worth it staff firm well either,flipkart,2022-07-03,0.4588,none,0.06
Samsung Galaxy A14,Smartphone,5.0,average military mouth service expert whether receive,AMAZON,2023-12-26,0.0,none,0.06
Samsung Galaxy S22,Smartphone,3.0,excellent amount garden right speech see security issue slow performance,flipkart,2022-07-10,0.7269,performance,0.41
Samsung Galaxy A14,Smartphone,4.0,excellent theory kitchen last woman level begin,AMAZON,2023-10-27,0.5719,none,0.135
Samsung Galaxy A14,Smartphone,5.0,good message discuss health town,FLIPKART,2024-02-28,0.4404,none,0.06
Samsung Galaxy Tab A8,Smartphone,4.0,excellent sure yourself professor his,AMAZON,2022-01-26,0.7184,none,0.135
Samsung Charger 25W,Accessories,4.0,not great,FLIPKART,2023-08-21,-0.5096,none,0.33884000000000003
Samsung Galaxy M53,Smartphone,3.0,good entire fight necessary respond star that,FLIPKART,2024-04-27,0.0772,none,0.21
Samsung Galaxy Tab S7 FE,Smartphone,5.0,bad huge boy check,FLIPKART,2024-03-05,-0.296,general_issue,0.3784
Samsung Galaxy M53,Smartphone,3.0,not great people enough professor my project now college military issue charging problem,flipkart,2022-06-23,-0.7179,battery,0.69716
Samsung Galaxy Tab A8,Smartphone,4.0,average interest east religious resource dream skill color,FLIPKART,2023-05-13,0.6124,none,0.135
Samsung Buds Live,Accessories,4.0,excellent rather skill day environmental property,AMAZON,2024-12-03,0.5719,none,0.135
Samsung Buds Live,Accessories,5.0,not great result fill order adult item operation fact,flipkart,2022-12-14,-0.5096,none,0.26384
Samsung Charger 25W,Accessories,5.0,worth it wind economic town body despite people play old,FLIPKART,2024-02-19,-0.0351,sound,0.27404
Samsung Charger 25W,Accessories,3.0,not great when college debate wish physical,amazon,2022-12-14,-0.1516,none,0.27064
Samsung Galaxy S23,Smartphone,4.0,excellent point debate chair discuss senior blue pull,AMAZON,2022-10-12,0.5719,none,0.135
Samsung Galaxy A54,Smartphone,5.0,waste of money successful someone while machine age industry,amazon,2023-07-05,0.25,general_issue,0.26
Samsung Galaxy A54,Smartphone,3.0,good issue battery draining fast,FLIPKART,2023-09-09,0.4404,battery,0.41
Samsung Galaxy S21 FE,Smartphone,5.0,bad modern lose from sport finally dark,FLIPKART,2023-07-04,-0.7351,software,0.5540400000000001
Samsung Galaxy M34,Smartphone,2.0,worth it less number front,amazon,2024-10-06,0.228,none,0.285
Samsung Galaxy S21 FE,Smartphone,5.0,waste of money employee natural cost response all,FLIPKART,2022-10-26,-0.0772,software,0.29088
Samsung Galaxy Tab S7 FE,Smartphone,4.0,not great step majority tv travel mouth front father such,amazon,2022-05-10,-0.5096,none,0.33884000000000003
Samsung Galaxy S21 FE,Smartphone,4.0,worth it either serious report standard democratic place by arm,flipkart,2022-12-09,0.1531,none,0.135
Samsung Galaxy A54,Smartphone,5.0,worth it window ready run design help stand deep,AMAZON,2024-06-09,0.7269,none,0.06
Samsung Galaxy A54,Smartphone,1.0,good issue overheating issue,AMAZON,2023-07-20,0.4404,heating,0.56
Samsung Galaxy Book 3,Smartphone,4.0,average media clearly vote stuff,FLIPKART,2024-05-12,0.4019,none,0.135
Samsung Galaxy A54,Smartphone,5.0,waste of money sea green case choose could,FLIPKART,2023-09-06,-0.4215,software,0.42860000000000004
Samsung Buds Live,Accessories,2.0,not great last office difference too south poor thing issue slow performance,AMAZON,2024-09-18,-0.7502,performance,0.78508
Samsung Buds 2,Accessories,5.0,not great half deal event under perhaps sport,amazon,2022-06-07,-0.5096,none,0.26384
Samsung Galaxy Z Fold5,Smartphone,1.0,delivery was delayed but the product is great,FLIPKART,2024-01-10,0.7351,performance,0.56
Samsung Galaxy Book 3,Smartphone,5.0,waste of money discuss activity find great nothing serious who,FLIPKART,2023-05-31,0.3658,general_issue,0.26
Samsung Galaxy A14,Smartphone,2.0,excellent machine her marriage against issue slow performance,flipkart,2023-05-21,0.5719,performance,0.485
Samsung Galaxy Book 3,Smartphone,2.0,excellent compare cold pass issue battery draining fast,AMAZON,2024-10-12,0.5719,battery,0.485
Samsung Galaxy M53,Smartphone,4.0,average whole government where main identify third arm,AMAZON,2023-02-05,0.0,none,0.135
Samsung Galaxy M34,Smartphone,3.0,excellent push eye show ready issue slow performance,AMAZON,2024-07-26,0.7351,performance,0.41
Samsung Galaxy A54,Smartphone,3.0,excellent decide what something lot may program bed statement,amazon,2022-08-08,0.5719,none,0.21
Samsung Galaxy M14,Smartphone,4.0,waste of money black brother ok decade,amazon,2022-10-05,-0.1531,general_issue,0.39624
Samsung Buds 2,Accessories,4.0,good six spring success nor star more others,flipkart,2023-09-16,0.765,none,0.135
Samsung Galaxy S23,Smartphone,5.0,bad anyone audience ten yeah scene,FLIPKART,2022-01-14,-0.3182,general_issue,0.38728
Samsung Galaxy M14,Smartphone,3.0,worth it action cold still resource break issue battery draining fast,amazon,2024-03-21,0.2263,battery,0.41
Samsung Galaxy Book 2,Smartphone,2.0,not great back free consider during many financial,flipkart,2023-11-12,-0.7181,none,0.5722400000000001
Samsung Buds Live,Accessories,5.0,worth it act role need forward report the structure,amazon,2024-02-18,0.2263,none,0.06
Samsung Buds 2,Accessories,1.0,waste of money yourself left where issue job people staff,FLIPKART,2023-11-06,-0.4215,general_issue,0.7286000000000001
Samsung Buds Live,Accessories,5.0,bad top some inside consider than quite,AMAZON,2024-06-20,-0.4019,software,0.42076
Samsung Buds Live,Accessories,4.0,worth it seem necessary study recognize,amazon,2023-11-17,0.2263,none,0.135
Samsung Charger 25W,Accessories,5.0,bad growth brother task,FLIPKART,2024-05-31,-0.2263,general_issue,0.35052
Samsung Galaxy S23,Smartphone,4.0,worth it necessary only leg without avoid can,flipkart,2022-10-06,0.4191,none,0.135
Samsung Buds 2,Accessories,5.0,waste of money mean finally us,flipkart,2023-09-08,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy A54,Smartphone,5.0,not great effect off stage,flipkart,2023-10-19,-0.5096,none,0.26384
Samsung Galaxy Book 2,Smartphone,1.0,bad stuff guess black white the professional fast,amazon,2023-02-16,-0.5423,general_issue,0.77692
Samsung Galaxy A14,Smartphone,3.0,average issue battery draining fast,AMAZON,2024-09-08,0.0,battery,0.41
Samsung Galaxy M14,Smartphone,4.0,excellent,amazon,2023-10-06,0.5719,none,0.135
Samsung Galaxy Book 2,Smartphone,3.0,worth it issue overheating issue,FLIPKART,2022-12-30,0.2263,heating,0.41
